,sub_id,status,dates
1335,32,canceled,2020-03
1336,484,active,2021-05
1337,881,active,2021-07
1338,522,active,2021-08
1339,41,active,2020-12
1340,658,active,2021-11
1341,605,active,2020-07
1342,674,canceled,2021-08
1343,61,active,2020-09
1344,772,active,2021-10
1345,685,canceled,2021-06
1346,989,canceled,2020-04
1347,909,active,2020-07
1348,803,active,2020-08
1349,866,active,2021-10
1350,763,active,2020-05
1351,426,canceled,2021-06
1352,990,canceled,2020-10
1353,141,active,2020-05
1354,1066,canceled,2021-05
1355,204,canceled,2021-04
1356,1038,canceled,2021-01
1357,442,canceled,2021-04
1359,821,active,2021-09
1360,149,canceled,2020-11
1362,302,active,2021-10
1364,827,active,2021-01
1365,112,active,2021-11
1366,119,active,2021-03
1367,252,active,2021-08
1369,1023,active,2020-02
1370,43,canceled,2021-01
1373,761,active,2021-12
1374,517,active,2021-03
1375,538,canceled,2020-12
1376,785,active,2021-12
1377,340,active,2021-12
1378,227,active,2021-05
1379,452,canceled,2020-04
1380,790,active,2021-11
1381,856,canceled,2021-10
1382,814,canceled,2020-10
1383,114,canceled,2021-08
1384,49,active,2021-10
1385,865,canceled,2021-03
1386,672,active,2020-05
1387,12,active,2021-02
1388,774,active,2021-05
1389,633,canceled,2020-12
1390,573,active,2021-02
1391,758,canceled,2020-08
1392,759,canceled,2020-08
1393,16,canceled,2021-04
1394,916,canceled,2020-05
1397,996,active,2020-10
1398,1079,canceled,2020-07
1399,847,active,2020-01
1400,715,active,2021-06
1401,779,active,2021-02
1402,748,canceled,2021-11
1403,664,active,2021-04
1404,1088,active,2021-01
1405,886,active,2020-05
1406,1032,active,2021-08
1407,1080,active,2020-01
1409,349,active,2020-10
1410,542,active,2020-07
1411,809,canceled,2021-04
1412,894,active,2021-08
1413,538,active,2020-11
1414,492,active,2021-01
1415,143,canceled,2020-02
1416,1094,active,2020-08
1417,424,active,2021-04
1420,701,active,2021-08
1421,397,canceled,2021-05
1422,285,active,2020-11
1423,964,canceled,2021-08
1424,767,active,2021-05
1425,893,canceled,2021-04
1426,418,active,2021-02
1427,445,active,2021-06
1428,96,active,2021-01
1429,275,canceled,2020-12
1430,694,canceled,2021-07
1431,832,canceled,2020-02
1433,386,canceled,2020-03
1434,733,active,2020-12
1435,256,active,2021-01
1436,237,canceled,2021-07
1438,752,active,2020-11
1439,123,canceled,2020-05
1440,598,active,2020-05
1441,266,canceled,2021-10
1443,280,canceled,2020-04
1444,998,canceled,2021-12
1445,633,active,2021-12
1446,631,active,2021-02
1447,850,active,2020-12
1448,1038,active,2021-07
1449,230,canceled,2021-01
1450,25,active,2021-08
1451,247,active,2021-06
1452,563,active,2021-02
1453,20,active,2020-12
1454,839,active,2021-11
1455,257,canceled,2020-09
1456,1068,canceled,2021-07
1457,685,canceled,2020-06
1458,1092,canceled,2020-05
1459,793,canceled,2021-01
1460,514,canceled,2021-07
1461,1055,canceled,2021-03
1462,851,canceled,2020-09
1463,1066,canceled,2020-06
1464,805,active,2020-06
1465,887,canceled,2021-08
1466,431,active,2020-06
1467,215,active,2021-12
1468,752,active,2021-09
1469,143,canceled,2020-10
1471,888,active,2021-08
1472,412,canceled,2020-02
1473,1064,canceled,2020-06
1474,425,active,2020-11
1475,31,canceled,2020-05
1477,894,active,2020-12
1478,825,canceled,2021-12
1479,1002,active,2021-05
1480,8,canceled,2020-01
1481,520,active,2021-12
1483,975,canceled,2021-08
1485,287,canceled,2020-12
1486,1093,active,2021-07
1487,1060,active,2021-04
1489,362,active,2021-09
1490,1057,active,2020-12
1491,754,canceled,2020-02
1492,741,active,2020-03
1493,603,active,2020-12
1494,814,active,2020-12
1495,125,active,2021-05
1496,609,active,2021-01
1497,792,canceled,2021-12
1501,810,active,2021-08
1502,573,canceled,2020-01
1503,944,active,2021-09
1504,846,canceled,2020-09
1505,363,canceled,2021-03
1506,633,canceled,2020-07
1507,724,canceled,2021-02
1508,501,active,2021-01
1509,902,active,2020-10
1510,777,active,2020-03
1512,894,canceled,2020-09
1513,977,active,2021-05
1514,578,canceled,2020-05
1516,322,canceled,2020-05
1517,330,active,2021-05
1518,511,active,2020-12
1519,739,canceled,2020-01
1520,671,active,2020-12
1521,987,active,2021-11
1522,76,active,2020-12
1523,664,active,2020-06
1524,577,active,2021-06
1525,678,canceled,2021-12
1526,375,active,2020-06
1527,203,active,2020-06
1529,1039,active,2021-10
1530,807,active,2021-08
1533,362,canceled,2020-11
1534,837,active,2021-07
1535,821,canceled,2020-07
1536,255,active,2021-06
1540,646,active,2021-12
1541,597,canceled,2021-09
1542,65,canceled,2021-09
1543,539,active,2021-12
1544,539,active,2021-11
1545,599,active,2021-04
1546,1037,active,2021-05
1547,442,canceled,2021-12
1548,667,canceled,2021-08
1549,360,canceled,2020-09
1550,796,active,2020-06
1551,395,canceled,2021-08
1553,421,active,2021-08
1554,982,active,2021-10
1555,904,canceled,2020-03
1556,373,canceled,2020-11
1557,828,canceled,2020-05
1558,136,canceled,2020-05
1559,256,active,2021-02
1560,374,active,2021-12
1561,18,canceled,2021-05
1562,850,canceled,2020-06
1563,580,canceled,2020-03
1564,611,canceled,2020-11
1565,154,active,2021-08
1566,634,canceled,2020-09
1567,649,canceled,2020-11
1568,95,active,2021-05
1569,403,active,2020-08
1570,826,active,2021-12
1571,784,active,2020-09
1573,1020,canceled,2020-10
1574,602,active,2021-07
1575,624,active,2021-02
1576,674,canceled,2021-03
1577,53,canceled,2021-05
1578,643,active,2021-06
1579,129,active,2021-07
1581,285,active,2021-10
1582,485,canceled,2021-09
1583,207,canceled,2020-12
1584,27,active,2021-01
1585,207,canceled,2020-05
1586,867,canceled,2020-05
1587,154,canceled,2020-03
1589,606,canceled,2021-04
1590,676,canceled,2021-11
1591,96,active,2020-11
1592,221,canceled,2021-12
1593,644,canceled,2021-08
1594,558,canceled,2020-12
1595,416,canceled,2021-05
1596,32,active,2021-12
1597,528,canceled,2021-08
1598,61,active,2021-12
1599,415,canceled,2020-07
1601,290,active,2020-05
1602,377,active,2020-07
1603,591,canceled,2021-05
1605,433,active,2020-04
1606,1067,active,2020-04
1607,1051,canceled,2021-11
1608,953,active,2021-09
1609,217,canceled,2021-12
1610,998,canceled,2020-05
1611,953,active,2020-08
1612,35,active,2021-12
1613,686,active,2020-05
1614,510,canceled,2020-06
1615,409,canceled,2021-10
1618,325,canceled,2020-05
1619,986,canceled,2020-05
1620,1075,canceled,2020-10
1621,563,canceled,2020-06
1623,888,canceled,2021-09
1626,433,canceled,2021-01
1627,669,active,2020-04
1628,410,canceled,2020-06
1629,407,active,2020-04
1631,628,canceled,2021-03
1633,473,canceled,2021-06
1634,620,active,2020-08
1635,615,canceled,2021-10
1636,630,canceled,2021-12
1638,64,canceled,2021-03
1639,967,active,2020-08
1640,412,canceled,2020-05
1641,1007,canceled,2021-09
1642,686,canceled,2021-04
1643,926,active,2021-09
1644,814,active,2021-08
1645,954,active,2021-09
1647,228,active,2021-12
1648,18,active,2021-09
1649,491,active,2021-09
1650,768,canceled,2021-05
1653,431,active,2021-12
1654,786,active,2021-10
1655,193,active,2021-04
1656,854,active,2021-11
1657,326,active,2021-11
1658,340,canceled,2021-04
1659,755,canceled,2021-12
1660,341,canceled,2020-07
1661,1044,canceled,2021-07
1662,733,canceled,2020-07
1663,299,active,2020-04
1664,480,canceled,2021-07
1665,325,canceled,2021-02
1666,131,canceled,2021-05
1668,731,canceled,2020-09
1670,452,active,2020-12
1671,187,active,2021-02
1672,801,active,2021-07
1673,842,active,2020-10
1674,443,canceled,2021-08
1675,300,active,2020-01
1676,219,canceled,2020-11
1677,128,canceled,2021-10
1678,359,active,2021-01
1679,3,active,2020-11
1680,567,canceled,2020-07
1681,1063,active,2021-08
1682,770,canceled,2020-01
1683,238,active,2021-04
1684,751,canceled,2020-09
1685,811,canceled,2021-07
1686,105,canceled,2021-06
1688,476,active,2021-12
1689,717,canceled,2021-03
1690,310,active,2021-05
1691,724,canceled,2021-04
1693,643,active,2021-07
1694,199,canceled,2021-05
1695,23,active,2020-08
1696,253,active,2021-09
1697,479,canceled,2020-10
1698,655,canceled,2020-01
1699,833,active,2020-09
1701,678,active,2020-10
1702,550,canceled,2021-07
1703,743,active,2020-11
1704,517,canceled,2020-01
1705,559,active,2021-11
1706,892,canceled,2021-08
1707,423,canceled,2021-05
1708,902,active,2021-05
1709,568,canceled,2021-10
1710,755,active,2020-11
1711,55,active,2020-08
1712,679,canceled,2021-08
1713,786,canceled,2021-02
1714,147,active,2021-05
1716,158,active,2021-01
1717,636,canceled,2020-05
1718,738,canceled,2020-06
1719,695,canceled,2020-05
1720,492,active,2021-01
1721,1021,canceled,2021-10
1722,95,active,2021-09
1723,127,active,2021-07
1724,689,active,2021-12
1725,767,canceled,2021-12
1726,407,canceled,2021-02
1727,1015,active,2020-07
1729,863,active,2020-06
1730,732,active,2021-11
1731,601,canceled,2020-10
1732,902,active,2021-05
1733,983,canceled,2021-12
1734,512,canceled,2021-01
1735,5,active,2021-12
1736,74,canceled,2020-08
1737,641,canceled,2021-04
1738,817,active,2020-05
1740,748,active,2020-10
1741,33,canceled,2020-09
1743,841,canceled,2020-12
1744,803,canceled,2021-09
1745,425,active,2020-02
1746,638,active,2021-07
1747,549,active,2020-11
1748,251,canceled,2020-11
1749,1039,active,2020-12
1750,842,canceled,2020-05
1751,515,active,2021-09
1752,917,canceled,2021-04
1753,1003,active,2021-04
1754,694,active,2021-09
1755,120,active,2021-01
1756,396,canceled,2020-08
1757,267,active,2021-11
1758,81,canceled,2020-02
1759,269,canceled,2021-06
1760,268,active,2020-04
1761,979,canceled,2021-08
1762,1083,active,2020-09
1763,747,canceled,2021-11
1764,1095,active,2020-11
1765,268,active,2021-02
1766,385,active,2021-01
1767,22,canceled,2020-05
1770,795,active,2021-05
1771,956,canceled,2021-04
1772,87,active,2021-06
1773,445,active,2021-07
1774,555,active,2021-05
1775,51,canceled,2021-06
1776,229,active,2021-10
1777,883,active,2020-11
1778,362,canceled,2021-02
1779,695,active,2020-06
1780,274,canceled,2021-09
1781,978,active,2020-06
1783,593,canceled,2020-06
1786,586,canceled,2021-09
1787,621,canceled,2020-07
1788,616,canceled,2021-10
1789,178,active,2020-02
1791,102,canceled,2020-05
1792,747,active,2021-03
1794,130,active,2021-08
1796,35,canceled,2021-08
1797,560,canceled,2021-08
1799,215,active,2021-07
1800,628,active,2021-09
1801,368,canceled,2021-08
1802,504,canceled,2020-05
1803,828,active,2021-10
1804,1033,active,2021-06
1807,107,canceled,2020-07
1808,87,canceled,2021-12
1809,269,active,2021-11
1810,2,canceled,2020-12
1811,358,active,2020-11
1812,808,canceled,2021-07
1814,1072,canceled,2021-11
1815,1099,active,2021-12
1816,602,canceled,2021-12
1817,1057,canceled,2020-08
1818,200,canceled,2021-07
1819,1086,active,2021-11
1820,936,active,2021-08
1821,1008,active,2020-04
1822,427,canceled,2021-03
1823,931,canceled,2021-10
1824,870,active,2021-08
1825,15,active,2020-09
1826,287,canceled,2021-03
1827,682,active,2021-01
1828,673,active,2021-10
1829,627,canceled,2021-11
1830,1061,canceled,2020-04
1831,311,canceled,2020-09
1832,311,active,2021-06
1833,386,active,2021-11
1834,1030,canceled,2020-08
1835,498,canceled,2021-08
1836,359,canceled,2021-12
1837,368,active,2020-01
1838,64,active,2021-04
1839,624,canceled,2020-07
1840,1074,canceled,2020-12
1841,219,canceled,2020-11
1842,517,canceled,2020-04
1843,750,active,2021-08
1844,750,active,2021-09
1845,610,canceled,2021-07
1846,619,canceled,2021-09
1847,630,canceled,2020-06
1848,981,active,2020-07
1850,694,canceled,2020-07
1851,401,active,2021-08
1852,832,canceled,2021-04
1853,548,active,2021-01
1854,161,active,2020-06
1855,486,canceled,2021-05
1856,299,canceled,2020-04
1857,724,canceled,2020-06
1859,569,canceled,2021-01
1860,994,active,2021-02
1861,790,active,2021-06
1863,317,active,2021-06
1864,322,active,2020-08
1865,16,active,2020-06
1868,314,active,2021-10
1870,566,canceled,2021-09
1871,961,active,2021-02
1873,607,canceled,2021-07
1874,871,active,2020-12
1876,211,active,2021-06
1878,228,active,2021-11
1879,320,canceled,2021-08
1881,460,canceled,2020-08
1885,756,active,2020-02
1886,760,canceled,2020-09
1887,81,active,2020-03
1889,691,canceled,2021-11
1890,439,canceled,2020-01
1891,894,canceled,2021-11
1892,815,active,2021-02
1893,572,active,2021-10
1894,259,canceled,2020-03
1895,780,active,2020-06
1896,406,active,2021-08
1898,1094,canceled,2021-07
1899,1023,canceled,2021-01
1900,938,active,2020-12
1901,918,canceled,2020-10
1902,290,active,2020-10
1904,1040,active,2021-01
1906,842,active,2021-05
1907,1083,active,2020-06
1908,1080,active,2021-12
1909,835,active,2020-11
1910,530,canceled,2021-09
1911,241,active,2020-08
1912,780,canceled,2021-07
1914,856,active,2020-05
1916,936,canceled,2021-08
1917,652,canceled,2020-09
1919,27,canceled,2021-08
1921,648,canceled,2020-12
1922,142,canceled,2021-03
1923,677,canceled,2020-04
1924,669,canceled,2020-09
1925,187,active,2021-07
1926,297,canceled,2020-06
1927,816,active,2021-02
1928,569,active,2020-10
1929,298,canceled,2020-10
1930,645,active,2021-09
1931,429,canceled,2021-10
1935,289,canceled,2020-11
1936,575,active,2021-01
1937,393,canceled,2021-05
1938,1084,active,2021-06
1939,382,active,2021-11
1940,543,active,2020-02
1943,881,active,2021-11
1944,921,canceled,2021-07
1945,62,active,2021-02
1946,1002,active,2020-11
1947,168,active,2021-11
1948,708,canceled,2021-10
1949,867,canceled,2021-03
1950,89,active,2021-07
1951,677,canceled,2021-10
1952,262,active,2021-12
1953,442,canceled,2020-01
1954,494,active,2021-11
1956,908,active,2020-01
1957,798,active,2020-05
1959,32,active,2021-02
1960,86,active,2020-08
1961,574,active,2021-05
1962,642,canceled,2021-11
1963,869,active,2021-08
1965,744,active,2021-01
1966,104,active,2020-03
1968,42,canceled,2021-11
1969,9,canceled,2021-03
1970,176,active,2021-03
1971,273,active,2021-01
1972,1008,canceled,2021-08
1973,412,active,2021-11
1974,503,canceled,2021-04
1975,523,canceled,2021-03
1976,534,canceled,2021-05
1977,732,active,2020-11
1978,871,canceled,2020-04
1980,957,canceled,2020-06
1981,624,canceled,2021-11
1982,737,canceled,2020-02
1983,779,active,2021-08
1984,349,canceled,2021-05
1986,94,active,2020-04
1987,847,canceled,2021-06
1988,306,canceled,2020-06
1989,656,active,2020-02
1990,166,canceled,2021-11
1991,32,canceled,2021-10
1992,583,canceled,2021-10
1993,968,canceled,2021-07
1995,1059,active,2020-07
1996,463,canceled,2020-05
1997,335,active,2020-07
1998,450,active,2021-01
1999,525,active,2020-01
2000,440,canceled,2021-09
2001,11,active,2021-05
2002,883,active,2020-09
2003,750,active,2020-02
2004,636,active,2021-10
2007,650,canceled,2021-08
2008,768,active,2021-11
2009,59,canceled,2020-02
2010,686,active,2021-11
2011,889,canceled,2021-05
2012,278,canceled,2021-08
2014,151,canceled,2020-12
2015,627,canceled,2020-04
2016,701,canceled,2021-06
2017,854,active,2021-02
2018,350,canceled,2020-09
2019,376,canceled,2021-08
2020,87,canceled,2020-11
2021,665,canceled,2021-01
2022,252,active,2020-02
2023,1029,active,2021-02
2024,547,canceled,2021-04
2026,593,active,2021-10
2027,972,canceled,2020-12
2028,434,active,2021-06
2029,779,canceled,2020-01
2030,167,active,2020-11
2032,455,canceled,2020-12
2033,803,active,2021-08
2034,231,active,2021-01
2037,985,canceled,2020-12
2039,928,canceled,2021-06
2040,498,canceled,2020-03
2041,404,active,2020-09
2042,407,canceled,2021-10
2043,265,active,2021-06
2044,997,canceled,2020-07
2045,994,canceled,2020-06
2046,219,active,2020-10
2047,805,active,2020-09
2048,996,canceled,2021-08
2051,469,canceled,2020-05
2052,270,active,2021-12
2053,147,active,2021-04
2055,119,canceled,2021-02
2056,170,canceled,2021-04
2057,536,active,2021-03
2058,532,canceled,2021-11
2059,222,canceled,2020-04
2060,238,canceled,2021-05
2062,636,active,2021-02
2063,610,canceled,2020-06
2064,277,active,2021-03
2065,2,active,2021-03
2067,322,canceled,2021-12
2068,20,active,2021-01
2070,405,canceled,2021-10
2072,1086,canceled,2021-08
2073,478,active,2021-10
2074,881,canceled,2021-05
2076,614,active,2021-01
2077,633,active,2021-09
2078,309,canceled,2020-11
2079,415,canceled,2021-04
2080,1038,active,2021-05
2081,298,active,2020-08
2082,494,active,2021-02
2085,1060,active,2021-12
2086,495,active,2020-09
2087,355,active,2021-05
2088,826,canceled,2021-11
2091,1061,active,2021-09
2093,761,active,2020-04
2094,785,canceled,2021-01
