dates,sub_id,status,months_since_first_subscription,active_months,canceled_months,months_since_status_change,confirmed_bookings
2021-05-01,31,active,16,15,2,5,5
2021-06-01,31,active,17,16,2,6,2
2021-07-01,31,active,18,17,2,7,0
2021-08-01,31,canceled,19,17,3,1,0
2021-09-01,31,active,20,18,3,1,0
2021-10-01,31,active,21,19,3,2,0
2021-11-01,31,active,22,20,3,3,0
2021-12-01,31,active,23,21,3,4,0
2020-01-01,32,active,0,1,0,,41
2020-02-01,32,active,1,2,0,,27
2020-03-01,32,active,2,3,0,,3
2020-04-01,32,active,3,4,0,,1
2020-05-01,32,active,4,5,0,,6
2020-06-01,32,canceled,5,5,1,1,4
2020-07-01,32,canceled,6,5,2,2,6
2020-08-01,32,canceled,7,5,3,3,3
2020-09-01,32,canceled,8,5,4,4,3
2020-10-01,32,canceled,9,5,5,5,3
2020-11-01,32,canceled,10,5,6,6,0
2020-12-01,32,canceled,11,5,7,7,0
2021-01-01,32,canceled,12,5,8,8,0
2021-02-01,32,active,13,6,8,1,0
2021-03-01,32,active,14,7,8,2,1
2021-04-01,32,active,15,8,8,3,3
2021-05-01,32,canceled,16,8,9,1,9
2021-06-01,32,canceled,17,8,10,2,1
2021-07-01,32,canceled,18,8,11,3,0
2021-08-01,32,active,19,9,11,1,0
2021-09-01,32,active,20,10,11,2,0
2021-10-01,32,active,21,11,11,3,0
2021-11-01,32,active,22,12,11,4,0
2021-12-01,32,active,23,13,11,5,0
2020-02-01,33,active,0,1,0,,26
2020-03-01,33,active,1,2,0,,3
2020-04-01,33,active,2,3,0,,0
2020-05-01,33,active,3,4,0,,3
2020-06-01,33,active,4,5,0,,0
2020-07-01,33,active,5,6,0,,6
2020-08-01,33,active,6,7,0,,4
2020-09-01,33,canceled,7,7,1,1,1
2020-10-01,33,canceled,8,7,2,2,1
2020-11-01,33,canceled,9,7,3,3,0
2020-12-01,33,active,10,8,3,1,0
2021-01-01,33,active,11,9,3,2,2
2021-02-01,33,active,12,10,3,3,0
2021-03-01,33,active,13,11,3,4,0
2021-04-01,33,active,14,12,3,5,0
2021-05-01,33,canceled,15,12,4,1,6
2021-06-01,33,canceled,16,12,5,2,3
2021-07-01,33,canceled,17,12,6,3,0
2021-08-01,33,canceled,18,12,7,4,0
2021-09-01,33,active,19,13,7,1,0
2021-10-01,33,active,20,14,7,2,0
2021-11-01,33,canceled,21,14,8,1,0
2021-12-01,33,active,22,15,8,1,0
2020-01-01,34,canceled,,0,1,,33
2020-02-01,34,canceled,,0,2,,32
2020-03-01,34,canceled,,0,3,,6
2020-04-01,34,canceled,,0,4,,1
2020-05-01,34,canceled,,0,5,,3
2020-06-01,34,canceled,,0,6,,4
2020-07-01,34,canceled,,0,7,,0
2020-08-01,34,canceled,,0,8,,1
2020-09-01,34,canceled,,0,9,,0
2020-10-01,34,active,0,1,9,1,1
2020-11-01,34,active,1,2,9,2,0
2020-12-01,34,active,2,3,9,3,0
2021-01-01,34,canceled,3,3,10,1,0
2021-02-01,34,active,4,4,10,1,2
2021-03-01,34,active,5,5,10,2,0
2021-04-01,34,canceled,6,5,11,1,1
2021-05-01,34,canceled,7,5,12,2,8
2021-06-01,34,canceled,8,5,13,3,3
2021-07-01,34,active,9,6,13,1,0
2021-08-01,34,active,10,7,13,2,0
2021-09-01,34,active,11,8,13,3,0
2021-10-01,34,active,12,9,13,4,0
2021-11-01,34,active,13,10,13,5,0
2021-12-01,34,canceled,14,10,14,1,0
2020-01-01,35,canceled,,0,1,,43
2020-02-01,35,canceled,,0,2,,26
2020-03-01,35,canceled,,0,3,,6
2020-04-01,35,canceled,,0,4,,0
2020-05-01,35,canceled,,0,5,,3
2020-06-01,35,canceled,,0,6,,1
2020-07-01,35,canceled,,0,7,,3
2020-08-01,35,canceled,,0,8,,3
2020-09-01,35,canceled,,0,9,,0
2020-10-01,35,canceled,,0,10,,0
2020-11-01,35,canceled,,0,11,,0
2020-12-01,35,canceled,,0,12,,1
2021-01-01,35,canceled,,0,13,,0
2021-02-01,35,canceled,,0,14,,1
2021-03-01,35,active,0,1,14,1,2
2021-04-01,35,canceled,1,1,15,1,0
2021-05-01,35,canceled,2,1,16,2,4
2021-06-01,35,active,3,2,16,1,10
2021-07-01,35,active,4,3,16,2,0
2021-08-01,35,active,5,4,16,3,0
2021-09-01,35,active,6,5,16,4,0
2021-10-01,35,canceled,7,5,17,1,0
2021-11-01,35,canceled,8,5,18,2,0
2021-12-01,35,canceled,9,5,19,3,0
2020-04-01,36,active,0,1,0,,1
2020-05-01,36,active,1,2,0,,6
2020-06-01,36,active,2,3,0,,6
2020-07-01,36,active,3,4,0,,4
2020-08-01,36,canceled,4,4,1,1,5
2020-09-01,36,canceled,5,4,2,2,2
2020-10-01,36,canceled,6,4,3,3,2
2020-11-01,36,canceled,7,4,4,4,0
2020-12-01,36,canceled,8,4,5,5,1
2021-01-01,36,canceled,9,4,6,6,1
2021-02-01,36,canceled,10,4,7,7,2
2021-03-01,36,canceled,11,4,8,8,2
2021-04-01,36,canceled,12,4,9,9,4
2021-05-01,36,active,13,5,9,1,3
2021-06-01,36,active,14,6,9,2,5
2021-07-01,36,canceled,15,6,10,1,0
2020-03-01,37,canceled,,0,1,,4
2020-04-01,37,canceled,,0,2,,2
2020-05-01,37,active,0,1,2,1,4
2020-06-01,37,canceled,1,1,3,1,3
2020-07-01,37,canceled,2,1,4,2,4
2020-08-01,37,active,3,2,4,1,3
2020-09-01,37,canceled,4,2,5,1,0
2020-10-01,37,canceled,5,2,6,2,4
2020-11-01,37,canceled,6,2,7,3,2
2020-12-01,37,canceled,7,2,8,4,1
2021-01-01,37,canceled,8,2,9,5,0
2021-02-01,37,canceled,9,2,10,6,0
2021-03-01,37,canceled,10,2,11,7,1
2021-04-01,37,canceled,11,2,12,8,1
2021-05-01,37,canceled,12,2,13,9,1
2021-06-01,37,active,13,3,13,1,6
2021-07-01,37,active,14,4,13,2,0
2021-08-01,37,active,15,5,13,3,0
2021-09-01,37,active,16,6,13,4,0
2021-10-01,37,active,17,7,13,5,0
2021-11-01,37,active,18,8,13,6,0
2021-12-01,37,active,19,9,13,7,0
2020-01-01,38,canceled,,0,1,,45
2020-02-01,38,active,0,1,1,1,34
2020-03-01,38,active,1,2,1,2,5
2020-04-01,38,active,2,3,1,3,0
2020-05-01,38,active,3,4,1,4,5
2020-06-01,38,active,4,5,1,5,5
2020-07-01,38,active,5,6,1,6,3
2020-08-01,38,active,6,7,1,7,3
2020-09-01,38,active,7,8,1,8,2
2020-10-01,38,active,8,9,1,9,1
2020-11-01,38,active,9,10,1,10,2
2020-12-01,38,active,10,11,1,11,2
2021-01-01,38,active,11,12,1,12,0
2021-02-01,38,canceled,12,12,2,1,2
2021-03-01,38,canceled,13,12,3,2,2
2021-04-01,38,canceled,14,12,4,3,0
2021-05-01,38,canceled,15,12,5,4,4
2021-06-01,38,canceled,16,12,6,5,3
2021-07-01,38,active,17,13,6,1,0
2021-08-01,38,canceled,18,13,7,1,0
2021-09-01,38,canceled,19,13,8,2,0
2021-10-01,38,canceled,20,13,9,3,0
2021-11-01,38,canceled,21,13,10,4,0
2021-12-01,38,canceled,22,13,11,5,0
2020-01-01,39,canceled,,0,1,,42
2020-02-01,39,canceled,,0,2,,36
2020-03-01,39,canceled,,0,3,,3
2020-04-01,39,canceled,,0,4,,1
2020-05-01,39,canceled,,0,5,,3
2020-06-01,39,active,0,1,5,1,5
2020-07-01,39,canceled,1,1,6,1,5
2020-08-01,39,canceled,2,1,7,2,2
2020-09-01,39,canceled,3,1,8,3,0
2020-10-01,39,canceled,4,1,9,4,1
2020-11-01,39,canceled,5,1,10,5,0
2020-12-01,39,canceled,6,1,11,6,0
2021-01-01,39,canceled,7,1,12,7,2
2021-02-01,39,canceled,8,1,13,8,0
2021-03-01,39,canceled,9,1,14,9,4
2021-04-01,39,canceled,10,1,15,10,1
2021-05-01,39,canceled,11,1,16,11,9
2021-06-01,39,active,12,2,16,1,4
2021-07-01,39,active,13,3,16,2,0
2021-08-01,39,active,14,4,16,3,0
2021-09-01,39,active,15,5,16,4,0
2021-10-01,39,active,16,6,16,5,0
2021-11-01,39,active,17,7,16,6,0
2021-12-01,39,active,18,8,16,7,0
2020-03-01,40,active,0,1,0,,8
2020-04-01,40,active,1,2,0,,1
2020-05-01,40,canceled,2,2,1,1,4
2020-06-01,40,canceled,3,2,2,2,3
2020-07-01,40,canceled,4,2,3,3,2
2020-08-01,40,canceled,5,2,4,4,0
2020-09-01,40,canceled,6,2,5,5,3
2020-10-01,40,canceled,7,2,6,6,1
2020-11-01,40,canceled,8,2,7,7,0
2020-12-01,40,canceled,9,2,8,8,0
2021-01-01,40,canceled,10,2,9,9,2
2021-02-01,40,canceled,11,2,10,10,1
2021-03-01,40,active,12,3,10,1,0
2021-04-01,40,active,13,4,10,2,2
2021-05-01,40,active,14,5,10,3,3
2021-06-01,40,active,15,6,10,4,10
2021-07-01,40,active,16,7,10,5,0
2021-08-01,40,active,17,8,10,6,0
2021-09-01,40,canceled,18,8,11,1,0
2021-10-01,40,canceled,19,8,12,2,0
2021-11-01,40,canceled,20,8,13,3,0
2021-12-01,40,canceled,21,8,14,4,0
2020-01-01,41,canceled,,0,1,,37
2020-02-01,41,canceled,,0,2,,25
2020-03-01,41,canceled,,0,3,,1
2020-04-01,41,canceled,,0,4,,2
2020-05-01,41,canceled,,0,5,,9
2020-06-01,41,canceled,,0,6,,4
2020-07-01,41,canceled,,0,7,,5
2020-08-01,41,canceled,,0,8,,4
2020-09-01,41,canceled,,0,9,,4
2020-10-01,41,canceled,,0,10,,0
2020-11-01,41,canceled,,0,11,,1
2020-12-01,41,active,0,1,11,1,2
2021-01-01,41,active,1,2,11,2,0
2021-02-01,41,active,2,3,11,3,1
2021-03-01,41,active,3,4,11,4,0
2021-04-01,41,canceled,4,4,12,1,0
2021-05-01,41,canceled,5,4,13,2,2
2021-06-01,41,canceled,6,4,14,3,4
2021-07-01,41,canceled,7,4,15,4,0
2021-08-01,41,active,8,5,15,1,0
2021-09-01,41,canceled,9,5,16,1,0
2021-10-01,41,canceled,10,5,17,2,0
2021-11-01,41,canceled,11,5,18,3,0
2021-12-01,41,canceled,12,5,19,4,0
2020-01-01,42,canceled,,0,1,,47
2020-02-01,42,canceled,,0,2,,36
2020-03-01,42,canceled,,0,3,,1
2020-04-01,42,canceled,,0,4,,1
2020-05-01,42,canceled,,0,5,,3
2020-06-01,42,active,0,1,5,1,2
2020-07-01,42,active,1,2,5,2,6
2020-08-01,42,active,2,3,5,3,1
2020-09-01,42,active,3,4,5,4,1
2020-10-01,42,active,4,5,5,5,0
2020-11-01,42,active,5,6,5,6,3
2020-12-01,42,active,6,7,5,7,0
2021-01-01,42,active,7,8,5,8,0
2021-02-01,42,active,8,9,5,9,0
2021-03-01,42,active,9,10,5,10,1
2021-04-01,42,active,10,11,5,11,3
2021-05-01,42,canceled,11,11,6,1,9
2021-06-01,42,canceled,12,11,7,2,5
2021-07-01,42,active,13,12,7,1,0
2021-08-01,42,active,14,13,7,2,0
2021-09-01,42,active,15,14,7,3,0
2021-10-01,42,canceled,16,14,8,1,0
2021-11-01,42,canceled,17,14,9,2,0
2020-01-01,43,canceled,,0,1,,30
2020-02-01,43,canceled,,0,2,,30
2020-03-01,43,active,0,1,2,1,0
2020-04-01,43,active,1,2,2,2,4
2020-05-01,43,active,2,3,2,3,7
2020-06-01,43,active,3,4,2,4,5
2020-07-01,43,active,4,5,2,5,5
2020-08-01,43,active,5,6,2,6,1
2020-09-01,43,active,6,7,2,7,1
2020-10-01,43,active,7,8,2,8,1
2020-11-01,43,canceled,8,8,3,1,0
2020-12-01,43,canceled,9,8,4,2,0
2021-01-01,43,canceled,10,8,5,3,0
2021-02-01,43,canceled,11,8,6,4,0
2021-03-01,43,canceled,12,8,7,5,4
2021-04-01,43,active,13,9,7,1,2
2021-05-01,43,active,14,10,7,2,9
2021-06-01,43,canceled,15,10,8,1,2
2021-07-01,43,active,16,11,8,1,0
2021-08-01,43,active,17,12,8,2,0
2021-09-01,43,active,18,13,8,3,0
2021-10-01,43,active,19,14,8,4,0
2021-11-01,43,active,20,15,8,5,0
2020-01-01,44,canceled,,0,1,,36
2020-02-01,44,canceled,,0,2,,36
2020-03-01,44,canceled,,0,3,,2
2020-04-01,44,canceled,,0,4,,0
2020-05-01,44,canceled,,0,5,,5
2020-06-01,44,canceled,,0,6,,1
2020-07-01,44,active,0,1,6,1,2
2020-08-01,44,active,1,2,6,2,2
2020-09-01,44,active,2,3,6,3,1
2020-10-01,44,active,3,4,6,4,1
2020-11-01,44,active,4,5,6,5,0
2020-12-01,44,active,5,6,6,6,1
2021-01-01,44,active,6,7,6,7,3
2021-02-01,44,active,7,8,6,8,1
2021-03-01,44,active,8,9,6,9,0
2021-04-01,44,canceled,9,9,7,1,0
2021-05-01,44,active,10,10,7,1,8
2021-06-01,44,active,11,11,7,2,5
2021-07-01,44,active,12,12,7,3,0
2021-08-01,44,canceled,13,12,8,1,0
2021-09-01,44,canceled,14,12,9,2,0
2021-10-01,44,canceled,15,12,10,3,0
2021-11-01,44,canceled,16,12,11,4,0
2021-12-01,44,canceled,17,12,12,5,0
2020-04-01,45,active,0,1,0,,3
2020-05-01,45,canceled,1,1,1,1,6
2020-06-01,45,canceled,2,1,2,2,2
2020-07-01,45,active,3,2,2,1,3
2020-08-01,45,active,4,3,2,2,1
2020-09-01,45,active,5,4,2,3,0
2020-10-01,45,active,6,5,2,4,3
2020-11-01,45,active,7,6,2,5,2
2020-12-01,45,active,8,7,2,6,0
2021-01-01,45,active,9,8,2,7,0
2021-02-01,45,canceled,10,8,3,1,3
2021-03-01,45,canceled,11,8,4,2,2
2021-04-01,45,canceled,12,8,5,3,1
2021-05-01,45,canceled,13,8,6,4,4
2021-06-01,45,canceled,14,8,7,5,6
2021-07-01,45,canceled,15,8,8,6,0
2021-08-01,45,active,16,9,8,1,0
2021-09-01,45,active,17,10,8,2,0
2021-10-01,45,active,18,11,8,3,0
2021-11-01,45,active,19,12,8,4,0
2021-12-01,45,active,20,13,8,5,0
2020-01-01,46,canceled,,0,1,,47
2020-02-01,46,canceled,,0,2,,33
2020-03-01,46,canceled,,0,3,,6
2020-04-01,46,canceled,,0,4,,3
2020-05-01,46,canceled,,0,5,,5
2020-06-01,46,canceled,,0,6,,11
2020-07-01,46,canceled,,0,7,,2
2020-08-01,46,canceled,,0,8,,1
2020-09-01,46,canceled,,0,9,,1
2020-10-01,46,active,0,1,9,1,1
2020-11-01,46,active,1,2,9,2,2
2020-12-01,46,active,2,3,9,3,2
2021-01-01,46,active,3,4,9,4,3
2021-02-01,46,active,4,5,9,5,0
2021-03-01,46,canceled,5,5,10,1,2
2021-04-01,46,active,6,6,10,1,2
2021-05-01,46,active,7,7,10,2,7
2021-06-01,46,active,8,8,10,3,5
2021-07-01,46,active,9,9,10,4,0
2021-08-01,46,canceled,10,9,11,1,0
2021-09-01,46,canceled,11,9,12,2,0
2021-10-01,46,canceled,12,9,13,3,0
2021-11-01,46,canceled,13,9,14,4,0
2021-12-01,46,active,14,10,14,1,0
2020-01-01,47,active,0,1,0,,34
2020-02-01,47,active,1,2,0,,27
2020-03-01,47,active,2,3,0,,6
2020-04-01,47,active,3,4,0,,1
2020-05-01,47,active,4,5,0,,4
2020-06-01,47,active,5,6,0,,2
2020-07-01,47,active,6,7,0,,6
2020-08-01,47,canceled,7,7,1,1,3
2020-09-01,47,canceled,8,7,2,2,0
2020-10-01,47,canceled,9,7,3,3,2
2020-11-01,47,canceled,10,7,4,4,0
2020-12-01,47,canceled,11,7,5,5,2
2021-01-01,47,canceled,12,7,6,6,2
2021-02-01,47,canceled,13,7,7,7,0
2021-03-01,47,canceled,14,7,8,8,0
2021-04-01,47,canceled,15,7,9,9,1
2021-05-01,47,canceled,16,7,10,10,4
2021-06-01,47,canceled,17,7,11,11,5
2021-07-01,47,canceled,18,7,12,12,0
2021-08-01,47,canceled,19,7,13,13,0
2021-09-01,47,canceled,20,7,14,14,0
2021-10-01,47,canceled,21,7,15,15,0
2021-11-01,47,active,22,8,15,1,0
2021-12-01,47,active,23,9,15,2,0
2020-01-01,48,canceled,,0,1,,42
2020-02-01,48,canceled,,0,2,,32
2020-03-01,48,canceled,,0,3,,7
2020-04-01,48,canceled,,0,4,,1
2020-05-01,48,canceled,,0,5,,3
2020-06-01,48,canceled,,0,6,,9
2020-07-01,48,canceled,,0,7,,2
2020-08-01,48,canceled,,0,8,,3
2020-09-01,48,canceled,,0,9,,1
2020-10-01,48,canceled,,0,10,,2
2020-11-01,48,canceled,,0,11,,0
2020-12-01,48,canceled,,0,12,,1
2021-01-01,48,canceled,,0,13,,1
2021-02-01,48,canceled,,0,14,,2
2021-03-01,48,active,0,1,14,1,1
2021-04-01,48,active,1,2,14,2,0
2021-05-01,48,canceled,2,2,15,1,4
2021-06-01,48,canceled,3,2,16,2,6
2021-07-01,48,canceled,4,2,17,3,0
2021-08-01,48,canceled,5,2,18,4,0
2021-09-01,48,canceled,6,2,19,5,0
2021-10-01,48,active,7,3,19,1,0
2021-11-01,48,active,8,4,19,2,0
2021-12-01,48,active,9,5,19,3,0
2020-05-01,49,active,0,1,0,,6
2020-06-01,49,active,1,2,0,,3
2020-07-01,49,active,2,3,0,,4
2020-08-01,49,active,3,4,0,,0
2020-09-01,49,active,4,5,0,,0
2020-10-01,49,active,5,6,0,,1
2020-11-01,49,active,6,7,0,,2
2020-12-01,49,active,7,8,0,,1
2021-01-01,49,canceled,8,8,1,1,1
2021-02-01,49,active,9,9,1,1,0
2021-03-01,49,active,10,10,1,2,0
2021-04-01,49,active,11,11,1,3,1
2021-05-01,49,active,12,12,1,4,5
2021-06-01,49,canceled,13,12,2,1,5
2021-07-01,49,canceled,14,12,3,2,0
2021-08-01,49,canceled,15,12,4,3,0
2021-09-01,49,canceled,16,12,5,4,0
2021-10-01,49,active,17,13,5,1,0
2021-11-01,49,active,18,14,5,2,0
2021-12-01,49,canceled,19,14,6,1,0
2020-03-01,50,active,0,1,0,,5
2020-04-01,50,active,1,2,0,,2
2020-05-01,50,active,2,3,0,,6
2020-06-01,50,canceled,3,3,1,1,2
2020-07-01,50,canceled,4,3,2,2,0
2020-08-01,50,active,5,4,2,1,1
2020-09-01,50,active,6,5,2,2,2
2020-10-01,50,active,7,6,2,3,2
2020-11-01,50,active,8,7,2,4,0
2020-12-01,50,active,9,8,2,5,0
2021-01-01,50,active,10,9,2,6,2
2021-02-01,50,active,11,10,2,7,0
2021-03-01,50,canceled,12,10,3,1,2
2021-04-01,50,canceled,13,10,4,2,1
2021-05-01,50,active,14,11,4,1,9
2021-06-01,50,active,15,12,4,2,5
2021-07-01,50,active,16,13,4,3,0
2021-08-01,50,active,17,14,4,4,0
2021-09-01,50,active,18,15,4,5,0
2021-10-01,50,active,19,16,4,6,0
2021-11-01,50,canceled,20,16,5,1,0
2020-01-01,51,active,0,1,0,,40
2020-02-01,51,active,1,2,0,,33
2020-03-01,51,active,2,3,0,,12
2020-04-01,51,active,3,4,0,,1
2020-05-01,51,active,4,5,0,,5
2020-06-01,51,active,5,6,0,,9
2020-07-01,51,active,6,7,0,,1
2020-08-01,51,active,7,8,0,,1
2020-09-01,51,active,8,9,0,,3
2020-10-01,51,active,9,10,0,,1
2020-11-01,51,active,10,11,0,,0
2020-12-01,51,active,11,12,0,,0
2021-01-01,51,active,12,13,0,,1
2021-02-01,51,active,13,14,0,,1
2021-03-01,51,active,14,15,0,,2
2021-04-01,51,canceled,15,15,1,1,2
2021-05-01,51,canceled,16,15,2,2,5
2021-06-01,51,canceled,17,15,3,3,4
2021-07-01,51,canceled,18,15,4,4,0
2021-08-01,51,canceled,19,15,5,5,0
2021-09-01,51,canceled,20,15,6,6,0
2021-10-01,51,canceled,21,15,7,7,0
2021-11-01,51,active,22,16,7,1,0
2021-12-01,51,canceled,23,16,8,1,0
2020-03-01,52,canceled,,0,1,,5
2020-04-01,52,canceled,,0,2,,1
2020-05-01,52,canceled,,0,3,,3
2020-06-01,52,canceled,,0,4,,3
2020-07-01,52,canceled,,0,5,,3
2020-08-01,52,canceled,,0,6,,1
2020-09-01,52,canceled,,0,7,,3
2020-10-01,52,canceled,,0,8,,0
2020-11-01,52,canceled,,0,9,,1
2020-12-01,52,canceled,,0,10,,2
2021-01-01,52,canceled,,0,11,,1
2021-02-01,52,canceled,,0,12,,1
2021-03-01,52,active,0,1,12,1,2
2021-04-01,52,active,1,2,12,2,0
2021-05-01,52,canceled,2,2,13,1,7
2021-06-01,52,canceled,3,2,14,2,9
2021-07-01,52,canceled,4,2,15,3,0
2021-08-01,52,canceled,5,2,16,4,0
2021-09-01,52,canceled,6,2,17,5,0
2021-10-01,52,canceled,7,2,18,6,0
2021-11-01,52,canceled,8,2,19,7,0
2021-12-01,52,canceled,9,2,20,8,0
2020-01-01,53,canceled,,0,1,,51
2020-02-01,53,canceled,,0,2,,28
2020-03-01,53,canceled,,0,3,,4
2020-04-01,53,active,0,1,3,1,2
2020-05-01,53,active,1,2,3,2,5
2020-06-01,53,active,2,3,3,3,6
2020-07-01,53,active,3,4,3,4,2
2020-08-01,53,active,4,5,3,5,3
2020-09-01,53,active,5,6,3,6,1
2020-10-01,53,active,6,7,3,7,1
2020-11-01,53,active,7,8,3,8,0
2020-12-01,53,active,8,9,3,9,0
2021-01-01,53,canceled,9,9,4,1,0
2021-02-01,53,canceled,10,9,5,2,2
2021-03-01,53,canceled,11,9,6,3,3
2021-04-01,53,canceled,12,9,7,4,1
2021-05-01,53,canceled,13,9,8,5,5
2021-06-01,53,canceled,14,9,9,6,8
2021-07-01,53,canceled,15,9,10,7,0
2021-08-01,53,canceled,16,9,11,8,0
2021-09-01,53,active,17,10,11,1,0
2021-10-01,53,active,18,11,11,2,0
2021-11-01,53,canceled,19,11,12,1,0
2020-04-01,54,active,0,1,0,,1
2020-05-01,54,active,1,2,0,,7
2020-06-01,54,active,2,3,0,,7
2020-07-01,54,active,3,4,0,,4
2020-08-01,54,active,4,5,0,,2
2020-09-01,54,active,5,6,0,,0
2020-10-01,54,canceled,6,6,1,1,2
2020-11-01,54,canceled,7,6,2,2,0
2020-12-01,54,canceled,8,6,3,3,1
2021-01-01,54,canceled,9,6,4,4,0
2021-02-01,54,canceled,10,6,5,5,2
2021-03-01,54,canceled,11,6,6,6,0
2021-04-01,54,canceled,12,6,7,7,1
2021-05-01,54,canceled,13,6,8,8,5
2021-06-01,54,canceled,14,6,9,9,4
2021-07-01,54,canceled,15,6,10,10,0
2021-08-01,54,canceled,16,6,11,11,0
2021-09-01,54,canceled,17,6,12,12,0
2021-10-01,54,active,18,7,12,1,0
2021-11-01,54,canceled,19,7,13,1,0
2021-12-01,54,active,20,8,13,1,0
2020-02-01,55,canceled,,0,1,,25
2020-03-01,55,canceled,,0,2,,7
2020-04-01,55,canceled,,0,3,,1
2020-05-01,55,canceled,,0,4,,4
2020-06-01,55,canceled,,0,5,,2
2020-07-01,55,canceled,,0,6,,3
2020-08-01,55,active,0,1,6,1,1
2020-09-01,55,active,1,2,6,2,0
2020-10-01,55,active,2,3,6,3,3
2020-11-01,55,active,3,4,6,4,1
2020-12-01,55,active,4,5,6,5,0
2021-01-01,55,active,5,6,6,6,5
2021-02-01,55,active,6,7,6,7,1
2021-03-01,55,active,7,8,6,8,1
2021-04-01,55,canceled,8,8,7,1,3
2021-05-01,55,canceled,9,8,8,2,4
2021-06-01,55,canceled,10,8,9,3,4
2021-07-01,55,canceled,11,8,10,4,0
2021-08-01,55,canceled,12,8,11,5,0
2021-09-01,55,canceled,13,8,12,6,0
2021-10-01,55,canceled,14,8,13,7,0
2021-11-01,55,canceled,15,8,14,8,0
2021-12-01,55,canceled,16,8,15,9,0
2020-02-01,56,canceled,,0,1,,31
2020-03-01,56,canceled,,0,2,,2
2020-04-01,56,canceled,,0,3,,3
2020-05-01,56,active,0,1,3,1,5
2020-06-01,56,active,1,2,3,2,6
2020-07-01,56,active,2,3,3,3,4
2020-08-01,56,active,3,4,3,4,3
2020-09-01,56,active,4,5,3,5,3
2020-10-01,56,active,5,6,3,6,1
2020-11-01,56,active,6,7,3,7,0
2020-12-01,56,active,7,8,3,8,1
2021-01-01,56,active,8,9,3,9,0
2021-02-01,56,active,9,10,3,10,0
2021-03-01,56,canceled,10,10,4,1,1
2021-04-01,56,canceled,11,10,5,2,1
2021-05-01,56,canceled,12,10,6,3,6
2021-06-01,56,canceled,13,10,7,4,6
2021-07-01,56,active,14,11,7,1,0
2021-08-01,56,active,15,12,7,2,0
2021-09-01,56,active,16,13,7,3,0
2021-10-01,56,active,17,14,7,4,0
2021-11-01,56,active,18,15,7,5,0
2021-12-01,56,canceled,19,15,8,1,0
2020-03-01,57,canceled,,0,1,,4
2020-04-01,57,canceled,,0,2,,1
2020-05-01,57,canceled,,0,3,,6
2020-06-01,57,canceled,,0,4,,4
2020-07-01,57,canceled,,0,5,,2
2020-08-01,57,canceled,,0,6,,4
2020-09-01,57,canceled,,0,7,,1
2020-10-01,57,canceled,,0,8,,0
2020-11-01,57,canceled,,0,9,,0
2020-12-01,57,canceled,,0,10,,0
2021-01-01,57,canceled,,0,11,,0
2021-02-01,57,canceled,,0,12,,0
2021-03-01,57,canceled,,0,13,,1
2021-04-01,57,canceled,,0,14,,1
2021-05-01,57,canceled,,0,15,,7
2021-06-01,57,canceled,,0,16,,8
2021-07-01,57,canceled,,0,17,,0
2021-08-01,57,canceled,,0,18,,0
2021-09-01,57,canceled,,0,19,,0
2021-10-01,57,canceled,,0,20,,0
2021-11-01,57,canceled,,0,21,,0
2021-12-01,57,active,0,1,21,1,0
2020-01-01,58,active,0,1,0,,32
2020-02-01,58,active,1,2,0,,23
2020-03-01,58,active,2,3,0,,5
2020-04-01,58,active,3,4,0,,2
2020-05-01,58,active,4,5,0,,2
2020-06-01,58,active,5,6,0,,6
2020-07-01,58,active,6,7,0,,3
2020-08-01,58,active,7,8,0,,1
2020-09-01,58,active,8,9,0,,1
2020-10-01,58,active,9,10,0,,3
2020-11-01,58,canceled,10,10,1,1,1
2020-12-01,58,canceled,11,10,2,2,0
2021-01-01,58,active,12,11,2,1,0
2021-02-01,58,active,13,12,2,2,2
2021-03-01,58,active,14,13,2,3,2
2021-04-01,58,active,15,14,2,4,2
2021-05-01,58,active,16,15,2,5,2
2021-06-01,58,active,17,16,2,6,8
2021-07-01,58,active,18,17,2,7,0
2021-08-01,58,active,19,18,2,8,0
2021-09-01,58,active,20,19,2,9,0
2021-10-01,58,active,21,20,2,10,0
2020-01-01,59,active,0,1,0,,43
2020-02-01,59,canceled,1,1,1,1,26
2020-03-01,59,canceled,2,1,2,2,5
2020-04-01,59,active,3,2,2,1,1
2020-05-01,59,active,4,3,2,2,4
2020-06-01,59,active,5,4,2,3,5
2020-07-01,59,active,6,5,2,4,3
2020-08-01,59,active,7,6,2,5,2
2020-09-01,59,active,8,7,2,6,1
2020-10-01,59,active,9,8,2,7,0
2020-11-01,59,active,10,9,2,8,1
2020-12-01,59,active,11,10,2,9,2
2021-01-01,59,active,12,11,2,10,1
2021-02-01,59,active,13,12,2,11,0
2021-03-01,59,active,14,13,2,12,2
2021-04-01,59,canceled,15,13,3,1,4
2021-05-01,59,active,16,14,3,1,7
2021-06-01,59,active,17,15,3,2,7
2021-07-01,59,active,18,16,3,3,0
2021-08-01,59,canceled,19,16,4,1,0
2021-09-01,59,canceled,20,16,5,2,0
2021-10-01,59,canceled,21,16,6,3,0
2021-11-01,59,canceled,22,16,7,4,0
2021-12-01,59,canceled,23,16,8,5,0
2020-03-01,60,canceled,,0,1,,5
2020-04-01,60,canceled,,0,2,,0
2020-05-01,60,canceled,,0,3,,8
2020-06-01,60,canceled,,0,4,,5
